source_id,paper_title,local_relpath,source_file_status,extraction_readiness,requires_digitization,recommended_action,pdf_parse_status,pdf_page_count,pdf_text_chars,pdf_text_sha256,text_evidence_rows,curated_observation_count,curated_analysis_ready_count,legacy_rate_row_count,pilot_seed_row_count,figure_queue_id,figure_queue_status,recommended_candidate_count,crop_proposal_count,valid_crop_proposal_count,figure_candidate_count,table_candidate_count,digitized_data_file_count,rate_extraction_route,analysis_ready,next_action,source_review_override_reason,final_rationale
c9a7e412-6f2f-4baf-9cde-29e23e6aeeb0,Barbara - Host and Symbiont Physiology During Wound Regeneration in Acropora pulchra Under.pdf,literature/META_ANALYSIS_POOL/Barbara - Host and Symbiont Physiology During Wound Regeneration in Acropora pulchra Under.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,48,72094,92f4e8c5003438c23a2d60fb4b733f9cabc9c8fde733839331804c538e6801d0,12,1,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,"[Include in Bins 1, 2] A robust primary data source providing extractable quantitative outcomes and variance for both growth costs and tissue regeneration probabilities under thermal stress."
12939915-cb9c-4190-9682-7477eb8d2698,Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,literature/META_ANALYSIS_POOL/Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,22,86235,a7dd713768be6a4eea73d71db42d7658d9840e40e525e7a8ad9f1ef1e54c6046,12,4,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,"[Include in Bin 1] The paper provides excellent primary temporal data for skeletal regeneration and tissue repair during heat stress, with cleanly reported SE and sample sizes."
9616c9c9-f92f-4a43-8be4-4bd0b5875f3c,"Burmester et al. - 2017 - Temperature and symbiosis affect lesion recovery in experimentally wounded, facultatively symbiotic.pdf","literature/META_ANALYSIS_POOL/Burmester et al. - 2017 - Temperature and symbiosis affect lesion recovery in experimentally wounded, facultatively symbiotic.pdf",local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,14,76468,268d83944c91135ddec552c7c20c318b243d9ca5ae9e4f7d287ba364f53d84e1,12,0,0,0,1,,,,0,0,0,0,0,seed_values_available_needs_provenance_qa,0,"Verify exact source figure/table/text, page, units, variance, and sample-size evidence before pooling.",,"[Include in Bins 1, 2] This study successfully isolates the impacts of temperature and symbioses on wound closure and organismal mass, providing clearly reported initial wound sizes, SE, and sample sizes."
26babed0-9e6c-4621-9dca-9253eb39b9fb,Cameron and Edmunds - 2014 - Effects of simulated fish predation on small colonies of massive Porites spp. and Pocillopora meandr.pdf,literature/META_ANALYSIS_POOL/Cameron and Edmunds - 2014 - Effects of simulated fish predation on small colonies of massive Porites spp. and Pocillopora meandr.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,11,54978,74acc22913893c01cc7c136bd0d5ebbc27cced977dfcd123a09bf33f0574127d,12,0,0,0,1,,,,0,0,0,0,0,seed_values_available_needs_provenance_qa,0,"Verify exact source figure/table/text, page, units, variance, and sample-size evidence before pooling.",,"[Include in Bins 1, 2] Exceptional primary data source that provides raw, extractable quantitative means, SE, and sample sizes for both wound healing trajectories and whole-colony calcification tradeoffs."
09f69156-3ca0-4bf2-98e2-fe2b25612587,Denis et al. - 2011 - Lesion regeneration capacities in populations of the massive coral Porites lutea at Réunion Island.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2011 - Lesion regeneration capacities in populations of the massive coral Porites lutea at Réunion Island.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,14,67858,edd2dd37647b500cb2de2e9e7c7e49acdf0d8d20fc5e0233e029589739f9ba4f,12,0,0,1,0,,,,0,0,0,0,0,seed_values_available_needs_provenance_qa,0,"Verify exact source figure/table/text, page, units, variance, and sample-size evidence before pooling.",,"[Include in Bin 1] Provides highly standardized, extractable quantitative data on continuous tissue regeneration rates. || [Include in Bin 1] Highly precise primary data source modeling continuous tissue regeneration dynamics under seasonal variations, but effect sizes will need to be digitized from the figures."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,8,51004,9a36d0b637e24c18be7e4cb9f9545f5c07f4c63fb8d9cbcfa88275be02b549c7,12,4,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,Primary Porites lutea study directly linking growth to regeneration capacity.
b0949a7c-520e-4a37-af04-25979598ec2d,Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,literature/META_ANALYSIS_POOL/Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,12,71372,cf80ccf871ca3ce83956bb206a0f99934bf9ad83eb3e176a7114cdd41f6c7c13,12,1,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,"[Include in Bins 1, 2] An excellent primary data source providing raw, precise quantitative data for both healing trajectories and whole-colony calcification tradeoffs. || [Include in Bin 2] A highly relevant primary study testing the interactive effects of flow and temperature on growth costs and physiology. However, growth effect sizes will need to be extracted by digitizing the figures, and the categorical healing metrics cannot be used for continuous temporal rate comparisons."
2e3b055f-28df-4def-97aa-660ac537a95f,Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,literature/META_ANALYSIS_POOL/Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,8,67717,06372914131896c48db5a4411ecad7526f95b38c622f038001a6e74c6941356d,12,4,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,"[Include in Bins 1, 2] Robust primary data source providing extractable quantitative means, SE, and sample sizes for both continuous healing trajectories and organismal calcification costs under ocean acidification. || [Include in Bins 1, 2] An excellent, rigorous primary data source providing extractable quantitative outcomes for growth costs and tissue regeneration under varied $pCO_2$ ocean acidification stress."
348d7203-b68d-472c-89da-e3e6704b2f50,Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,literature/META_ANALYSIS_POOL/Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,8,34299,55c141a004792016fc84a8f8c3e6991395906b20a8c52f99bae934737bee47e0,12,3,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,Primary Acropora palmata paper quantifying age-related regeneration decline.
1d9e4e6d-fe25-4609-b0ac-78fdb306c80b,Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,literature/META_ANALYSIS_POOL/Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,10,52704,42e573a2e5744cd7f39269872c5575eedb4f6fb929a3b6774a8319eb58bdd1ab,12,0,0,1,0,,,,0,0,0,0,0,seed_values_available_needs_provenance_qa,0,"Verify exact source figure/table/text, page, units, variance, and sample-size evidence before pooling.",,Primary predictive regeneration paper using lesion shape and regeneration capacity.
a1e7fabd-36e1-4556-804c-e6f1a9c17581,Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,literature/META_ANALYSIS_POOL/Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,12,72017,20f2642071b406018a4e91fedd30b33954653ebaddf97fb7114b853dfed99750,12,6,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,"[Include in Bin 1] Highly precise methodology providing raw regression slopes, variance, and sample sizes for temporal healing speeds. || [Include in Bin 1] An excellent, rigorous primary data source providing extractable standardized quantitative outcomes for tissue regeneration with distinct variance and sample sizes directly in the text."
3a3fb59c-a303-49f1-aa80-21ffe7d182cf,Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,literature/META_ANALYSIS_POOL/Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,20,71665,4bc321567ad452b1d590ccf24e6f401518858318c5ff04bf9887afc681ee0275,12,5,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,"[Include in Bins 1, 4] Contains valuable primary data on the natural survivorship of fragments and natural wound healing, but extraction of continuous healing rates and variances will require digitizing figures from the full paper. || [Include in Bins 1, 2] An important field study tracking natural storm damage recovery; however, exact growth effect sizes and variances will need to be extracted by digitizing the figures, as the provided text is partially deficient in raw numbers."
6a14a9e9-da4e-425f-bf9d-59fa573487e1,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",local_pdf_available,ready_extract,0,extract_from_tables_or_text,parsed,12,69698,17786f79466f3733cfca89de5253cc5ed6b282572e06abba10df03d78beb36c7,12,20,0,0,0,,,,0,0,0,0,0,curated_values_available_needs_qc,0,Independently QC the extracted observation rows before pooling.,,"Primary post-disturbance injury, regeneration, and growth study in Caribbean corals."
