source_id,paper_title,response_type,queue_id,original_candidate_rank,original_candidate_type,original_candidate_label,original_candidate_page,audit_status,corrected_candidate_type,corrected_candidate_label,corrected_candidate_page,corrected_candidate_text,reason,needs_manual_visual_review,evidence_method
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,rate,DIG-a3b88246-rate,1,table,Table 4,8,replace,table,Table 2,6,TABLE 2. Average percentage (+/- 1 SD) lesion recovery during three consecutive monthly intervals (see Fig. 2 for description of lesion type). Recovery rates (%).,"Original candidate is a printed item, but it is not a rate result for this response type; Table 2 is the printed lesion recovery-rate table on page 6.",no,local_pdf_pdftotext_layout_page_check
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,rate,DIG-a3b88246-rate,2,table,Table 2,6,keep,table,Table 2,6,TABLE 2. Average percentage (+/- 1 SD) lesion recovery during three consecutive monthly intervals (see Fig. 2 for description of lesion type). Recovery rates (%).,Printed caption is on the stated page and reports lesion recovery rates across monthly intervals.,no,local_pdf_pdftotext_layout_page_check
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,rate,DIG-a3b88246-rate,3,figure,FIG. 3,7,keep,figure,FIG. 3,7,"FIG. 3. Average percentage recovery rates recorded for the small, intermediate, and large Favia favus colonies during the first month after injury: (a) colonies inflicted with SP lesions (n = 8), (b) colonies inflicted with E-2 lesions (n = 8), and (c) colonies inflicted with E-3 lesions (n = 8). Error bars represent the upper range of the 95% confidence interval for the mean deduced from the calculated percentage data.",Printed caption is on the stated page and reports percentage recovery rates during the first month after injury.,no,local_pdf_pdftotext_layout_page_check
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,rate,DIG-a3b88246-rate,4,figure,FIG. 2,5,replace,table,Table 2,6,TABLE 2. Average percentage (+/- 1 SD) lesion recovery during three consecutive monthly intervals (see Fig. 2 for description of lesion type). Recovery rates (%).,"Original candidate is a printed item, but it is not a rate result for this response type; Table 2 is the printed lesion recovery-rate table on page 6.",no,local_pdf_pdftotext_layout_page_check
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,rate,DIG-a3b88246-rate,5,table,Table 1,5,replace,table,Table 2,6,TABLE 2. Average percentage (+/- 1 SD) lesion recovery during three consecutive monthly intervals (see Fig. 2 for description of lesion type). Recovery rates (%).,"Original candidate is a printed item, but it is not a rate result for this response type; Table 2 is the printed lesion recovery-rate table on page 6.",no,local_pdf_pdftotext_layout_page_check
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,reproduction,DIG-a3b88246-reproduction,1,table,Table 4,8,keep,table,Table 4,8,TABLE 4. Two-way analysis of variance examining the effect of lesion type and the distance from the lesion on polyp fecundity of Favia favus (for details see Fig. 5).,Printed caption is on the stated page and reports the fecundity ANOVA for lesion type and distance from lesion.,no,local_pdf_pdftotext_layout_page_check
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,reproduction,DIG-a3b88246-reproduction,2,figure,FIG. 1,4,replace,figure,FIG. 5,8,"FIG. 5. Gray bars depict fecundity in terms of average oocytes per septum (+/- SD) recorded in Favia favus polyps sampled at distances of 1, 7, and 15 cm away from: (a) monthly repeated SP lesions (n = 8), (b) monthly repeated E-3 lesions (n = 8), and (c) monthly repeated E-10 lesions (n = 8). The lesions were inflicted on the upper surface of the colonies in February 1996 and then re-inflicted monthly throughout oogenesis. Black bars present fecundity of intact controls.",Original candidate is a real caption but does not report reproduction; Fig. 5 is the printed fecundity figure for monthly repeated lesions.,no,local_pdf_pdftotext_layout_page_check
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,reproduction,DIG-a3b88246-reproduction,3,figure,FIG. 2,5,replace,figure,FIG. 5,8,"FIG. 5. Gray bars depict fecundity in terms of average oocytes per septum (+/- SD) recorded in Favia favus polyps sampled at distances of 1, 7, and 15 cm away from: (a) monthly repeated SP lesions (n = 8), (b) monthly repeated E-3 lesions (n = 8), and (c) monthly repeated E-10 lesions (n = 8). The lesions were inflicted on the upper surface of the colonies in February 1996 and then re-inflicted monthly throughout oogenesis. Black bars present fecundity of intact controls.",Original candidate is a real caption but does not report reproduction; Fig. 5 is the printed fecundity figure for monthly repeated lesions.,no,local_pdf_pdftotext_layout_page_check
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,reproduction,DIG-a3b88246-reproduction,4,table,Table 1,5,replace,figure,FIG. 5,8,"FIG. 5. Gray bars depict fecundity in terms of average oocytes per septum (+/- SD) recorded in Favia favus polyps sampled at distances of 1, 7, and 15 cm away from: (a) monthly repeated SP lesions (n = 8), (b) monthly repeated E-3 lesions (n = 8), and (c) monthly repeated E-10 lesions (n = 8). The lesions were inflicted on the upper surface of the colonies in February 1996 and then re-inflicted monthly throughout oogenesis. Black bars present fecundity of intact controls.",Original candidate is a real caption but does not report reproduction; Fig. 5 is the printed fecundity figure for monthly repeated lesions.,no,local_pdf_pdftotext_layout_page_check
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,reproduction,DIG-a3b88246-reproduction,5,table,Table 2,6,replace,figure,FIG. 5,8,"FIG. 5. Gray bars depict fecundity in terms of average oocytes per septum (+/- SD) recorded in Favia favus polyps sampled at distances of 1, 7, and 15 cm away from: (a) monthly repeated SP lesions (n = 8), (b) monthly repeated E-3 lesions (n = 8), and (c) monthly repeated E-10 lesions (n = 8). The lesions were inflicted on the upper surface of the colonies in February 1996 and then re-inflicted monthly throughout oogenesis. Black bars present fecundity of intact controls.",Original candidate is a real caption but does not report reproduction; Fig. 5 is the printed fecundity figure for monthly repeated lesions.,no,local_pdf_pdftotext_layout_page_check
